id,dataset,preprocessing_norm,y_preprocessing,output_preprocesing,mean_filt,rescale,kr,min_subtraction,log_preprocessing,crop,split,shuffle,batch_size,num_workers,n_epochs,lr,weight_decay,w reg,milestones,gamma,loss,k,m,seed,act,inner_act,head_act,out_act,training_norm,use_node_features,use_edge_weights,use_edge_attr,node_transforms,edge_transforms,sparsify_threshold,sparsify_threshold_upper,max_diagonal,encoder_hidden_sizes,hidden_sizes,message_passing,update_hidden_sizes,head_architecture,head_hidden_sizes,sign_net,output_mode,Final Validation Loss,Regular Loss,Downsampling Loss,Upsampling Loss
295,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0001,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.538,8.103,8.603,8.069
296,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_SD,0.517,7.798,8.312,7.634
297,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,huber,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.223,7.455,8.0,7.518
298,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.461,6.675,7.052,7.12
299,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.305,6.113,6.813,6.265
300,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.568,6.466,7.099,6.519
301,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.515,6.475,7.097,6.548
302,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.616,6.583,7.107,6.732
303,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,8.384,8.503,8.82,8.727
304,dataset_11_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=12, normalize=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.539,7.661,8.148,7.785
305,dataset_11_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=4, normalize=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.483,7.535,8.104,7.671
306,dataset_11_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=4, normalize=False)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.444,7.655,8.115,7.634
307,dataset_11_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCATransform(k=12, diag=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.943,8.837,8.764,8.6
308,dataset_11_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCATransform(k=4, diag=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.495,7.713,8.19,7.56
309,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=12, normalize=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.416,2769343863256939.0,8948538016256400.0,568863026249185.0
310,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=4, normalize=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.419,229235615298677.6,1433541364282172.8,33235003966326.4
311,dataset_11_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=4, normalize=False)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.536,280190219722792.0,11600760111679.35,440423461027765.2
312,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,8.471,8.504,8.814,8.768
313,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,15.773,16.977,17.288,16.993
314,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",inner+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,8.192,8.106,8.712,8.644
315,dataset_12_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.046,,,
316,dataset_12_18_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,huber,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.021,,,
317,dataset_12_18_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.727,,,
318,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.13,5.628,6.452,5.949
319,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_chi_triu_64+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.609,,,
320,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,True,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_chi_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,6.167,6.093,6.674,6.001
321,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,1e-05,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,True,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,7.305,7.167,7.479,7.193
322,dataset_12_20_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,0.163,,,
323,dataset_12_20_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,2.511,,,
324,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,15.748,17.022,17.198,16.904
325,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,15.769,17.088,17.123,17.217
326,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,l1,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,6.459,6.493,7.008,6.6
327,dataset_12_20_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",,energy_sym_diag,2.485,2.728,3.118,
328,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_chi_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,7.258,7.128,7.644,7.3
329,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_chi_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,0.529,8.18,8.465,8.572
330,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,True,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,5.635,5.456,6.17,5.464
331,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_net,energy_sym_diag,4165.571,8119.361,10924.874,9538.527
332,dataset_01_02_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,4.22,3.199,3.308,
333,dataset_01_02_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,4.298,3.253,3.374,
334,dataset_01_02_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,0.338,3.377,3.476,
335,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,0.0001,0.0,,[50],0.1,mse,,1024,42,prelu,prelu,prelu,prelu,,False,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_chi_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,0.517,7.734,8.026,8.061
336,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_net,energy_sym_diag,6.349,6.044,6.761,6.016
337,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,1e-05,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,"[1000, 1000, 64]","[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_net,energy_sym_diag,7.993,7.561,7.951,7.643
338,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_plus,energy_sym_diag,5.894,,,
339,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_plus,energy_sym_diag,5.75,5.647,6.319,5.602
340,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,True,False,True,['Constant(value=1.0)'],"[""'ContactDistance'"", 'ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,,"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",,energy_sym_diag,0.408,5.623,6.207,5.45
